Victoria-Gippsland--,35210
Victoria-Gippsland-La Trobe Valley-,38286
Victoria-La Trobe Valley-Baw Baw (S) - Pt A,35607
Victoria--Latrobe (C) - Moe,35370
Victoria--Latrobe (C) - Morwell,36518
Victoria--Latrobe (C) - Traralgon,41522
Victoria--Latrobe (C) Bal,38473
Victoria-West Gippsland-,34916
Victoria-West Gippsland-Baw Baw (S) - Pt B East,34910
Victoria--Baw Baw (S) - Pt B West,34996
Victoria--Yarra Ranges (S) - Pt B,31117
Victoria-South Gippsland-,31380
Victoria-South Gippsland-Bass Coast (S) - Phillip Is.,32411
Victoria--Bass Coast (S) Bal,30975
Victoria--South Gippsland (S) - Central,32202
Victoria--South Gippsland (S) - East,30293
Victoria--South Gippsland (S) - West,30888
Victoria-Alpine (S)--,31645
Victoria-Ararat (RC)--,31053
Victoria-Ballarat (C)--,35713
Victoria-Banyule (C)--,44471
Victoria-Bass Coast (S)--,31436
Victoria-Baw Baw (S)--,35047
Victoria-Bayside (C)--,70899
Victoria-Benalla (RC)--,31546
Victoria-Boroondara (C)--,67926
Victoria-Brimbank (C)--,35103
Victoria-Buloke (S)--,26151
Victoria-Campaspe (S)--,31380
Victoria-Cardinia (S)--,37578
Victoria-Casey (C)--,37449
Victoria-Central Goldfields (S)--,28358
Victoria-Colac-Otway (S)--,32681
Victoria-Corangamite (S)--,31415
Victoria-Darebin (C)--,38403
Victoria-East Gippsland (S)--,31324
Victoria-Frankston (C)--,36112
Victoria-Gannawarra (S)--,29472
Victoria-Glen Eira (C)--,48824
Victoria-Glenelg (S)--,35908
Victoria-Golden Plains (S)--,34903
Victoria-Greater Bendigo (C)--,34158
Victoria-Greater Dandenong (C)--,32564
Victoria-Greater Geelong (C)--,38161
Victoria-Greater Shepparton (C)--,32760
Victoria-Hepburn (S)--,31864
Victoria-Hindmarsh (S)--,27505
Victoria-Hobsons Bay (C)--,43085
Victoria-Horsham (RC)--,32042
Victoria-Hume (C)--,35925
Victoria-Indigo (S)--,35264
Victoria-Kingston (C)--,40674
Victoria-Knox (C)--,38853
Victoria-Latrobe (C)--,38440
Victoria-Loddon (S)--,27242
Victoria-Macedon Ranges (S)--,41918
Victoria-Manningham (C)--,48239
Victoria-Mansfield (S)--,30990
Victoria-Maribyrnong (C)--,38599
Victoria-Maroondah (C)--,39679
Victoria-Melbourne (C)--,54403
Victoria-Melton (S)--,36332
Victoria-Mildura (RC)--,32058
Victoria-Mitchell (S)--,36398
Victoria-Moira (S)--,30226
Victoria-Monash (C)--,41254
Victoria-Moonee Valley (C)--,44878
Victoria-Moorabool (S)--,36555
Victoria-Moreland (C)--,38002
Victoria-Mornington Peninsula (S)--,41054
Victoria-Mount Alexander (S)--,32351
Victoria-Moyne (S)--,32235
Victoria-Murrindindi (S)--,33018
Victoria-Nillumbik (S)--,46284
Victoria-Northern Grampians (S)--,30622
Victoria-Port Phillip (C)--,62779
Victoria-Pyrenees (S)--,28175
Victoria-Queenscliffe (B)--,41609
Victoria-South Gippsland (S)--,31368
Victoria-Southern Grampians (S)--,32479
Victoria-Stonnington (C)--,82044
Victoria-Strathbogie (S)--,30953
Victoria-Surf Coast (S)--,38919
Victoria-Swan Hill (RC)--,31656
Victoria-Towong (S)--,30275
Victoria-Wangaratta (RC)--,32659
Victoria-Warrnambool (C)--,34690
Victoria-Wellington (S)--,34720
Victoria-West Wimmera (S)--,25909
Victoria-Whitehorse (C)--,43373
Victoria-Whittlesea (C)--,35089
Victoria-Wodonga (RC)--,35870
Victoria-Wyndham (C)--,39710
Victoria-Yarra (C)--,52677
Victoria-Yarra Ranges (S)--,37774
Victoria-Yarriambiack (S)--,27888
Victoria-Unincorporated Vic--,29203
Queensland--,40143
Queensland-Brisbane--,42496
Queensland-Brisbane-Inner Brisbane-,52877
Queensland-Inner Brisbane-Bowen Hills,52642
Queensland--City - Inner,49041
Queensland--City - Remainder,49097
Queensland--Dutton Park,40390
Queensland--Fortitude Valley,53176
Queensland--Herston,53491
Queensland--Highgate Hill,49045
Queensland--Kangaroo Point,56439
Queensland--Kelvin Grove,48302
Queensland--Milton,58607
Queensland--New Farm,62346
Queensland--Newstead,58504
Queensland--Paddington,58601
Queensland--Red Hill,48924
Queensland--South Brisbane,49391
Queensland--Spring Hill,49588
Queensland--West End,49411
Queensland--Woolloongabba,40403
Queensland-Northwest Inner Brisbane-,54349
Queensland-Northwest Inner Brisbane-Albion,55536
Queensland--Alderley,50795
Queensland--Ascot,85387
Queensland--Ashgrove,54814
Queensland--Bardon,62142
Queensland--Chelmer,57954
Queensland--Clayfield,63722
Queensland--Corinda,49301
Queensland--Enoggera,50799
Queensland--Graceville,49299
Queensland--Grange,50814
Queensland--Hamilton,85399
Queensland--Hendra,63747
Queensland--Indooroopilly,57955
Queensland--Kedron,44912
Queensland--Lutwyche,50047
Queensland--Newmarket,50810
Queensland--Nundah,43419
Queensland--St Lucia,53016
Queensland--Sherwood,49289
Queensland--Stafford,41730
Queensland--Stafford Heights,41731
Queensland--Taringa,57950
Queensland--Toowong,52710
Queensland--Wilston,50809
Queensland--Windsor,50064
Queensland--Wooloowin,50063
Queensland-Northwest Outer Brisbane-,44358
Queensland-Northwest Outer Brisbane-Anstead,47752
Queensland--Aspley,40153
Queensland--Bald Hills,38021
Queensland--Banyo,39445
Queensland--Bellbowrie,47760
Queensland--Boondall,40158
Queensland--Bracken Ridge,39461
Queensland--Bridgeman Downs,50038
Queensland--Brighton,39460
Queensland--Brookfield (incl. Brisbane Forest Park),65679
Queensland--Carseldine,40152
Queensland--Chapel Hill,65820
Queensland--Chermside,39735
Queensland--Chermside West,39726
Queensland--Darra-Sumner,34023
Queensland--Deagon,39466
Queensland--Doolandella-Forest Lake,38578
Queensland--Durack,31609
Queensland--Ellen Grove,39433
Queensland--Everton Park,41736
Queensland--Ferny Grove,42132
Queensland--Fig Tree Pocket,65794
Queensland--Geebung,40155
Queensland--Inala,31613
Queensland--Jamboree Heights,46439
Queensland--Jindalee,46447
Queensland--Karana Downs-Lake Manchester,39283
Queensland--Kenmore,65809
Queensland--Kenmore Hills,65826
Queensland--Keperra,39268
Queensland--McDowall,41736
Queensland--Middle Park,46445
Queensland--Mitchelton,41734
Queensland--Moggill,47744
Queensland--Mount Ommaney,46438
Queensland--Northgate,43579
Queensland--Nudgee,39439
Queensland--Oxley,49286
Queensland--Pinjarra Hills,65911
Queensland--Pinkenba-Eagle Farm,46385
Queensland--Pullenvale,65808
Queensland--Richlands,31575
Queensland--Riverhills,46455
Queensland--Sandgate,39460
Queensland--Seventeen Mile Rocks,50248
Queensland--Taigum-Fitzgibbon,37419
Queensland--The Gap,50885
Queensland--Upper Kedron,42128
Queensland--Virginia,39421
Queensland--Wacol,39753
Queensland--Wavell Heights,43415
Queensland--Westlake,46443
Queensland--Zillmere,40153
Queensland-Southeast Inner Brisbane-,48502
Queensland-Southeast Inner Brisbane-Annerley,41508
Queensland--Balmoral,59798
Queensland--Bulimba,59779
Queensland--Camp Hill,47575
Queensland--Cannon Hill,46486
Queensland--Carindale,47575
Queensland--Carina,47573
Queensland--Carina Heights,47563
Queensland--Coorparoo,50056
Queensland--East Brisbane,55485
Queensland--Fairfield,41485
Queensland--Greenslopes,43224
Queensland--Hawthorne,59784
Queensland--Holland Park,47864
Queensland--Holland Park West,47858
Queensland--Moorooka,43543
Queensland--Morningside,48266
Queensland--Norman Park,48273
Queensland--Tarragindi,47853
Queensland--Yeerongpilly,42900
Queensland--Yeronga,54661
Queensland-Southeast Outer Brisbane-,39774
Queensland-Southeast Outer Brisbane-Acacia Ridge,34210
Queensland--Algester,41265
Queensland--Archerfield,34341
Queensland--Belmont-Mackenzie,50872
Queensland--Burbank,56337
Queensland--Calamvale,39484
Queensland--Chandler-Capalaba West,61539
Queensland--Coopers Plains,34433
Queensland--Eight Mile Plains,36599
Queensland--Gumdale-Ransome,48122
Queensland--Hemmant-Lytton,38787
Queensland--Kuraby,39482
Queensland--Lota,44927
Queensland--MacGregor,36074
Queensland--Manly,44930
Queensland--Manly West,44923
Queensland--Mansfield,41013
Queensland--Moreton Island,36253
Queensland--Mount Gravatt,39476
Queensland--Mount Gravatt East,39481
Queensland--Murarrie,41403
Queensland--Nathan,33867
Queensland--Pallara-Heathwood-Larapinta,37395
Queensland--Parkinson-Drewvale,41012
Queensland--Robertson,36075
Queensland--Rochedale,39690
Queensland--Rocklea,39790
Queensland--Runcorn,36598
Queensland--Salisbury,36362
Queensland--Stretton-Karawatha,39429
Queensland--Sunnybank,36072
Queensland--Sunnybank Hills,36077
Queensland--Tingalpa,40228
Queensland--Upper Mount Gravatt,39487
Queensland--Wakerley,48122
Queensland--Willawong,34366
Queensland--Wishart,39482
Queensland--Wynnum,40594
Queensland--Wynnum West,40599
Queensland-Caboolture-,33837
Queensland-Caboolture-Bribie Island,33118
Queensland--Burpengary-Narangba,36823
Queensland--Caboolture Central,32090
Queensland--Caboolture East,33645
Queensland--Caboolture Hinterland,32599
Queensland--Caboolture Midwest,34546
Queensland--Deception Bay,32327
Queensland--Morayfield,33598
Queensland-Ipswich City-,35907
Queensland-Ipswich City-Ipswich (C) - Central,35721
Queensland--Ipswich (C) - East,35467
Queensland--Ipswich (C) - North,39124
Queensland--Ipswich (C) - South-West,36848
Queensland--Ipswich (C) - West,36937
Queensland-Logan City-,35555
Queensland-Logan City-Beenleigh,35574
Queensland--Bethania-Waterford,33174
Queensland--Browns Plains,35771
Queensland--Carbrook-Cornubia,40600
Queensland--Daisy Hill-Priestdale,38267
Queensland--Eagleby,35576
Queensland--Edens Landing-Holmview,35577
Queensland--Greenbank-Boronia Heights,36075
Queensland--Jimboomba-Logan Village,35662
Queensland--Kingston,29437
Queensland--Loganholme,38424
Queensland--Loganlea,32893
Queensland--Marsden,31259
Queensland--Mt Warren Park,35582
Queensland--Park Ridge-Logan Reserve,34947
Queensland--Rochedale South,39676
Queensland--Shailer Park,39396
Queensland--Slacks Creek,38267
Queensland--Springwood,38257
Queensland--Tanah Merah,39375
Queensland--Underwood,37488
Queensland--Waterford West,33720
Queensland--Wolffdene-Bahrs Scrub,35579
Queensland--Woodridge,29492
Queensland-Pine Rivers-,41580
Queensland-Pine Rivers-Albany Creek,50033
Queensland--Bray Park,38430
Queensland--Central Pine West,41144
Queensland--Dakabin-Kallangur-M. Downs,37731
Queensland--Griffin-Mango Hill,41020
Queensland--Hills District,41113
Queensland--Lawnton,35582
Queensland--Petrie,37770
Queensland--Strathpine-Brendale,38432
Queensland--Moreton Bay (R) Bal,47103
Queensland-Redcliffe-,36441
Queensland-Redcliffe-Clontarf,35450
Queensland--Margate-Woody Point,35442
Queensland--Redcliffe-Scarborough,38681
Queensland--Rothwell-Kippa-Ring,34491
Queensland-Redland City-,41059
Queensland-Redland City-Alexandra Hills,37021
Queensland--Birkdale,40819
Queensland--Capalaba,38261
Queensland--Cleveland,50939
Queensland--Ormiston,44899
Queensland--Redland Bay,39605
Queensland--Sheldon-Mt Cotton,39130
Queensland--Thorneside,39679
Queensland--Thornlands,41932
Queensland--Victoria Point,39605
Queensland--Wellington Point,44902
Queensland--Redland (C) Bal,32337
Queensland-Gold Coast--,39100
Queensland-Gold Coast-Gold Coast East-,40792
Queensland-Gold Coast East-Biggera Waters-Labrador,38158
Queensland--Bilinga-Tugun,36256
Queensland--Broadbeach-Mermaid Beach,45532
Queensland--Broadbeach Waters,45526
Queensland--Bundall,49091
Queensland--Burleigh Heads,36455
Queensland--Burleigh Waters,36690
Queensland--Coolangatta,34750
Queensland--Currumbin,37466
Queensland--Main Beach-South Stradbroke,49495
Queensland--Mermaid Wtrs-Clear Is. Wtrs,43529
Queensland--Miami,36686
Queensland--Palm Beach,36027
Queensland--Paradise Point-Runaway Bay,43441
Queensland--Southport,36183
Queensland--Surfers Paradise,48999
Queensland-Gold Coast West-,37969
Queensland-Gold Coast West-Ashmore-Benowa,41547
Queensland--Carrara-Merrimac,36106
Queensland--Coombabah,43440
Queensland--Currumbin Valley-Tallebudgera,37458
Queensland--Currumbin Waters,37461
Queensland--Elanora,36038
Queensland--Helensvale,46891
Queensland--Hope Island,46890
Queensland--Jacobs Well-Alberton,37590
Queensland--Kingsholme-Upper Coomera,37767
Queensland--Molendinar,35987
Queensland--Mudgeeraba-Reedy Creek,37291
Queensland--Nerang,35154
Queensland--Oxenford-Maudsland,37232
Queensland--Pacific Pines-Gaven,35154
Queensland--Ormeau-Yatala,38431
Queensland--Parkwood-Arundel,35987
Queensland--Pimpama-Coomera,37835
Queensland--Robina,37770
Queensland--Varsity Lakes,33426
Queensland--Worongary-Tallai,37210
Queensland-Gold Coast SD Bal-,36047
Queensland-Gold Coast SD Bal-Guanaba-Springbrook,36047
Queensland-Sunshine Coast--,36088
Queensland-Sunshine Coast-Sunshine Coast-,36780
Queensland-Sunshine Coast-Buderim,39215
Queensland--Caloundra North,35218
Queensland--Caloundra South,35218
Queensland--Coolum-Mudjimba,35119
Queensland--Kawana,38799
Queensland--Maroochydore,34346
Queensland--Mooloolaba,39912
Queensland--Nambour,33203
Queensland--Noosa-Noosaville,40910
Queensland--Paynter-Petrie Creek,34612
Queensland--Sunshine-Peregian,40897
Queensland--Tewantin,32930
Queensland-Sunshine Coast SD Bal-,33801
Queensland-Sunshine Coast SD Bal-Caloundra Hinterland,33874
Queensland--Glass House Country,33060
Queensland--Maroochy Hinterland,33936
Queensland--Noosa Hinterland,34416
Queensland-West Moreton--,33209
Queensland-West Moreton-Upper West Moreton-,33090
Queensland-Upper West Moreton-Somerset (R) - Esk,33356
Queensland--Somerset (R) - Kilcoy,32230
Queensland-Lower West Moreton-,33243
Queensland-Lower West Moreton-Lockyer Valley (R) - Gatton,32516
Queensland--Lockyer Valley (R) - Laidley,31446
Queensland--Scenic Rim (R) - Beaudesert,34549
Queensland--Scenic Rim (R) - Boonah,31671
Queensland--Scenic Rim (R) - Tamborine-Canungra,36265
Queensland-Wide Bay-Burnett--,32051
Queensland-Wide Bay-Burnett-Bundaberg-,34195
Queensland-Bundaberg-Bundaberg (R) - Bundaberg,34196
Queensland--Bundaberg (R) - Burnett Pt A,34195
Queensland-Hervey Bay-,32022
Queensland-Hervey Bay-Fraser Coast (R) - Hervey Bay Pt A,32022
Queensland-Wide Bay-Burnett SD Bal-,31120
Queensland-Wide Bay-Burnett SD Bal-Bundaberg (R) - Burnett Pt B,33698
Queensland--Bundaberg (R) - Isis,30283
Queensland--Bundaberg (R) - Kolan,27644
Queensland--Cherbourg (S),28444
Queensland--Fraser Coast (R) - Hervey Bay Pt B,28854
Queensland--Fraser Coast (R) - Maryborough,32694
Queensland--Fraser Coast (R) - Woocoo-Tiaro,31884
Queensland--Gympie (R) - Cooloola,30425
Queensland--Gympie (R) - Gympie,30677
Queensland--Gympie (R) - Kilkivan,27328
Queensland--North Burnett (R) - Biggenden,26302
Queensland--North Burnett (R) - Eidsvold,28769
Queensland--North Burnett (R) - Gayndah,31402
Queensland--North Burnett (R) - Monto,26997
Queensland--North Burnett (R) - Mundubbera,26865
Queensland--North Burnett (R) - Perry,27595
Queensland--South Burnett (R) - Kingaroy,33958
Queensland--South Burnett (R) - Murgon,28502
Queensland--South Burnett (R) - Nanango,32668
Queensland--South Burnett (R) - Wondai,26692
Queensland-Darling Downs--,34104
Queensland-Darling Downs-Toowoomba-,36851
Queensland-Toowoomba-Cambooya,35214
Queensland--Gowrie,35601
Queensland--Highfields,36018
Queensland--Toowoomba Central,37092
Queensland--Toowoomba North-East,37098
Queensland--Toowoomba North-West,37100
Queensland--Toowoomba South-East,37088
Queensland--Toowoomba West,37095
Queensland--Westbrook,36824
Queensland-Darling Downs SD Bal-,30901
Queensland-Darling Downs SD Bal-Dalby (R) - Chinchilla,33370
Queensland--Dalby (R) - Dalby,34129
Queensland--Dalby (R) - Murilla-Wandoan,26542
Queensland--Dalby (R) - Tara,25409
Queensland--Dalby (R) - Wambo,30953
Queensland--Goondiwindi (R) - Goondiwindi,37423
Queensland--Goondiwindi (R) - Inglewood,29066
Queensland--Goondiwindi (R) - Waggamba,32456
Queensland--Southern Downs (R) - Allora,28098
Queensland--Southern Downs (R) - Killarney,29130
Queensland--Southern Downs (R) - Stanthorpe,28505
Queensland--Southern Downs (R) - Warwick,30411
Queensland--Southern Downs (R) - West,30000
Queensland--Clifton,26670
Queensland--Crow's Nest,30726
Queensland--Greenmount,33046
Queensland--Jondaryan,32267
Queensland--Millmerran,33384
Queensland--Pittsworth,30872
Queensland--Rosalie,30209
Queensland-South West--,32476
Queensland-South West-South West-,32476
Queensland-South West-Balonne (S),30276
Queensland--Bulloo (S),34886
Queensland--Murweh (S),32841
Queensland--Paroo (S),29127
Queensland--Quilpie (S),32162
Queensland--Roma (R) - Bendemere,25472
Queensland--Roma (R) - Booringa,27963
Queensland--Roma (R) - Bungil,34682
Queensland--Roma (R) - Roma,36116
Queensland--Roma (R) - Warroo,29578
Queensland-Fitzroy--,43338
Queensland-Fitzroy-Rockhampton-,39823
Queensland-Rockhampton-Rockhampton (R) - Fitzroy Pt A,40191
Queensland--Rockhampton (R) - Livingstone Pt A,42216
Queensland--Rockhampton (R) - Rockhampton,39648
Queensland-Gladstone-,47874
Queensland-Gladstone-Gladstone (R) - Calliope Pt A,47874
Queensland--Gladstone (R) - Gladstone,47873
Queensland-Fitzroy SD Bal-,43695
Queensland-Fitzroy SD Bal-Banana (S),42063
Queensland--Central Highlands (R) - Bauhinia,41771
Queensland--Central Highlands (R) - Duaringa,55673
Queensland--Central Highlands (R) - Emerald,49705
Queensland--Central Highlands (R) - Peak Downs,52312
Queensland--Gladstone (R) - Calliope Pt B,43836
Queensland--Gladstone (R) - Miriam Vale,31765
Queensland--Rockhampton (R) - Fitzroy Pt B,39817
Queensland--Rockhampton (R) - Livingstone Pt B,41176
Queensland--Rockhampton (R) - Mount Morgan,33088
Queensland--Woorabinda (S),27914
Queensland-Central West--,36174
Queensland-Central West-Central West-,36174
Queensland-Central West-Barcaldine (R) - Aramac,28994
Queensland--Barcaldine (R) - Barcaldine,36817
Queensland--Barcaldine (R) - Jericho,34995
Queensland--Barcoo (S),36050
Queensland--Blackall Tambo (R) - Blackall,37164
Queensland--Blackall Tambo (R) - Tambo,32096
Queensland--Boulia (S),46725
Queensland--Diamantina (S),39610
Queensland--Longreach (R) - Ilfracombe,28859
Queensland--Longreach (R) - Isisford,30998
Queensland--Longreach (R) - Longreach,36139
Queensland--Winton (S),38880
Queensland-Mackay--,45727
Queensland-Mackay-Mackay-,46755
Queensland-Mackay-Mackay (R) - Mackay Pt A,46755
Queensland-Mackay SD Bal-,44741
Queensland-Mackay SD Bal-Isaac (R) - Belyando,55847
Queensland--Isaac (R) - Broadsound,56587
Queensland--Isaac (R) - Nebo,57194
Queensland--Mackay (R) - Mackay Pt B,45102
Queensland--Mackay (R) - Mirani,43709
Queensland--Mackay (R) - Sarina,44238
Queensland--Whitsunday (R) - Bowen,38752
Queensland--Whitsunday (R) - Whitsunday,37319
Queensland-Northern--,41134
Queensland-Northern-Townsville City Part A-,42881
Queensland-Townsville City Part A-Aitkenvale,41059
Queensland--City,51488
Queensland--Cranbrook,41060
Queensland--Currajong,40438
Queensland--Douglas,39316
Queensland--Garbutt,41075
Queensland--Gulliver,40444
Queensland--Heatley,41055
Queensland--Hermit Park,40439
Queensland--Hyde Park-Mysterton,40425
Queensland--Magnetic Island,34492
Queensland--Mt Louisa-Mt St John-Bohle,41083
Queensland--Mundingburra,40435
Queensland--Murray,40556
Queensland--North Ward-Castle Hill,51498
Queensland--Oonoonba-Idalia-Cluden,39653
Queensland--Pallarenda-Shelley Beach,51495
Queensland--Pimlico,40446
Queensland--Railway Estate,51501
Queensland--Rosslea,40470
Queensland--Rowes Bay-Belgian Gardens,51483
Queensland--South Townsville,51513
Queensland--Stuart-Roseneath,39633
Queensland--Vincent,41055
Queensland--West End,51507
Queensland--Wulguru,39641
Queensland-Townsville City Part B-,40130
Queensland-Townsville City Part B-Condon-Rasmussen-Bohle Basin,39894
Queensland--Kelso,37161
Queensland--Kirwan,41128
Queensland-Northern SD Bal-,38770
Queensland-Northern SD Bal-Burdekin (S),39565
Queensland--Charters Towers (R) - Charters Towers,38774
Queensland--Charters Towers (R) - Dalrymple,38285
Queensland--Hinchinbrook (S),36701
Queensland--Palm Island (S),37439
Queensland--Northern Beaches-Pinnacles,40984
Queensland--Woodstock-Cleveland-Ross,37709
Queensland-Far North--,36892
Queensland-Far North-Cairns-,39120
Queensland-Cairns-Cairns (R) - Barron,39187
Queensland--Cairns (R) - Central Suburbs,39469
Queensland--Cairns (R) - City,39469
Queensland--Cairns (R) - Mt Whitfield,39468
Queensland--Cairns (R) - Northern Suburbs,40852
Queensland--Cairns (R) - Trinity,37827
Queensland--Cairns (R) - Western Suburbs,39041
Queensland-Far North SD Bal-,33803
Queensland-Far North SD Bal-Aurukun (S),29772
Queensland--Cairns (R) - Douglas,33986
Queensland--Cairns (R) - Pt B,33793
Queensland--Cassowary Coast (R) - Cardwell,36437
Queensland--Cassowary Coast (R) - Johnstone,33585
Queensland--Cook (S),32636
Queensland--Croydon (S),29880
Queensland--Etheridge (S),29801
Queensland--Hope Vale (S),33401
Queensland--Kowanyama (S),29772
Queensland--Lockhart River (S),29787
Queensland--Mapoon (S),52490
Queensland--Napranum (S),52249
Queensland--Northern Peninsula Area (R) - Bamaga,29875
Queensland--Northern Peninsula Area (R) - Injinoo,29791
Queensland--Northern Peninsula Area (R) - New Mapoon,29792
Queensland--Northern Peninsula Area (R) - Seisia,29826
Queensland--Northern Peninsula Area (R) - Umagico,29814
Queensland--Pormpuraaw (S),29798
Queensland--Tablelands (R) - Atherton,32934
Queensland--Tablelands (R) - Eacham,32427
Queensland--Tablelands (R) - Herberton,29274
Queensland--Tablelands (R) - Mareeba,32850
Queensland--Torres (S),33003
Queensland--Torres Strait Island (R) - Badu,33026
Queensland--Torres Strait Island (R) - Boigu,33043
Queensland--Torres Strait Island (R) - Dauan,32982
Queensland--Torres Strait Island (R) - Erub,32938
Queensland--Torres Strait Island (R) - Hammond,33086
Queensland--Torres Strait Island (R) - Iama,32944
Queensland--Torres Strait Island (R) - Kubin,32973
Queensland--Torres Strait Island (R) - Mabuiag,33043
Queensland--Torres Strait Island (R) - Mer,33140
Queensland--Torres Strait Island (R) - Poruma,33107
Queensland--Torres Strait Island (R) - Saibai,33002
Queensland--Torres Strait Island (R) - St Pauls,32740
Queensland--Torres Strait Island (R) - Warraber,32842
Queensland--Torres Strait Island (R) - Yorke,33061
Queensland--Weipa (T),52274
Queensland--Wujal Wujal (S),33243
Queensland--Yarrabah (S),29784
Queensland-North West--,46893
Queensland-North West-North West-,46893
Queensland-North West-Burke (S),32868
Queensland--Carpentaria (S),36820
Queensland--Cloncurry (S),46327
Queensland--Doomadgee (S),33026
Queensland--Flinders (S),36834
Queensland--McKinlay (S),37151
Queensland--Mornington (S),29774
Queensland--Mount Isa (C),51089
Queensland--Richmond (S),32772
Queensland-Aurukun (S)--,29772
Queensland-Balonne (S)--,30276
Queensland-Banana (S)--,42063
Queensland-Barcaldine (R)--,34536
Queensland-Barcoo (S)--,36050
Queensland-Blackall Tambo (R)--,35900
Queensland-Boulia (S)--,46725
Queensland-Brisbane (C)--,46647
Queensland-Bulloo (S)--,34886
Queensland-Bundaberg (R)--,33490
Queensland-Burdekin (S)--,39565
Queensland-Burke (S)--,32868
Queensland-Cairns (R)--,38613
Queensland-Carpentaria (S)--,36820
Queensland-Cassowary Coast (R)--,34534
Queensland-Central Highlands (R)--,50713
Queensland-Charters Towers (R)--,38626
Queensland-Cherbourg (S)--,28444
Queensland-Cloncurry (S)--,46327
Queensland-Cook (S)--,32636
Queensland-Croydon (S)--,29880
Queensland-Dalby (R)--,31190
Queensland-Diamantina (S)--,39610
Queensland-Doomadgee (S)--,33026
Queensland-Etheridge (S)--,29801
Queensland-Flinders (S)--,36834
Queensland-Fraser Coast (R)--,32071
Queensland-Gladstone (R)--,46250
Queensland-Gold Coast (C)--,39100
Queensland-Goondiwindi (R)--,34174
Queensland-Gympie (R)--,30249
Queensland-Hinchinbrook (S)--,36701
Queensland-Hope Vale (S)--,33401
Queensland-Ipswich (C)--,35907
Queensland-Isaac (R)--,56238
Queensland-Kowanyama (S)--,29772
Queensland-Lockhart River (S)--,29787
Queensland-Lockyer Valley (R)--,32023
Queensland-Logan (C)--,35555
Queensland-Longreach (R)--,35262
Queensland-Mackay (R)--,46131
Queensland-McKinlay (S)--,37151
Queensland-Mapoon (S)--,52490
Queensland-Moreton Bay (R)--,37828
Queensland-Mornington (S)--,29774
Queensland-Mount Isa (C)--,51089
Queensland-Murweh (S)--,32841
Queensland-Napranum (S)--,52249
Queensland-North Burnett (R)--,28302
Queensland-Northern Peninsula Area (R)--,29830
Queensland-Palm Island (S)--,37439
Queensland-Paroo (S)--,29127
Queensland-Pormpuraaw (S)--,29798
Queensland-Quilpie (S)--,32162
Queensland-Redland (C)--,41059
Queensland-Richmond (S)--,32772
Queensland-Rockhampton (R)--,40018
Queensland-Roma (R)--,33502
Queensland-Scenic Rim (R)--,34320
Queensland-Somerset (R)--,33090
Queensland-South Burnett (R)--,31801
Queensland-Southern Downs (R)--,29338
Queensland-Sunshine Coast (R)--,36088
Queensland-Tablelands (R)--,32436
Queensland-Toowoomba (R)--,35735
Queensland-Torres (S)--,33003
Queensland-Torres Strait Island (R)--,33000
Queensland-Townsville (C)--,41813
Queensland-Weipa (T)--,52274
Queensland-Whitsunday (R)--,37859
Queensland-Winton (S)--,38880
Queensland-Woorabinda (S)--,27914
Queensland-Wujal Wujal (S)--,33243
Queensland-Yarrabah (S)--,29784
South Australia--,38382
South Australia-Adelaide--,39933
South Australia-Adelaide-Northern Adelaide-,34892
South Australia-Northern Adelaide-Gawler (T),36618
South Australia--Playford (C) - East Central,33749
South Australia--Playford (C) - Elizabeth,29973
South Australia--Playford (C) - Hills,35223
South Australia--Playford (C) - West,33188
South Australia--Playford (C) - West Central,32307
South Australia--Port Adel. Enfield (C) - East,34794
South Australia--Port Adel. Enfield (C) - Inner,33773
South Australia--Salisbury (C) - Central,32234
South Australia--Salisbury (C) - Inner North,32333
South Australia--Salisbury (C) - North-East,34151
South Australia--Salisbury (C) - South-East,35022
South Australia--Salisbury (C) Bal,36253
South Australia--Tea Tree Gully (C) - Central,35898
South Australia--Tea Tree Gully (C) - Hills,37676
South Australia--Tea Tree Gully (C) - North,39982
South Australia--Tea Tree Gully (C) - South,36258
South Australia-Western Adelaide-,37513
South Australia-Western Adelaide-Charles Sturt (C) - Coastal,43271
South Australia--Charles Sturt (C) - Inner East,35925
South Australia--Charles Sturt (C) - Inner West,35758
South Australia--Charles Sturt (C) - North-East,34981
South Australia--Port Adel. Enfield (C) - Coast,37906
South Australia--Port Adel. Enfield (C) - Park,32055
South Australia--Port Adel. Enfield (C) - Port,34041
South Australia--West Torrens (C) - East,37151
South Australia--West Torrens (C) - West,38550
South Australia-Eastern Adelaide-,50753
South Australia-Eastern Adelaide-Adelaide (C),58641
South Australia--Adelaide Hills (DC) - Central,49410
South Australia--Adelaide Hills (DC) - Ranges,44214
South Australia--Burnside (C) - North-East,57579
South Australia--Burnside (C) - South-West,59623
South Australia--Campbelltown (C) - East,37532
South Australia--Campbelltown (C) - West,39207
South Australia--Norw. P'ham St Ptrs (C) - East,42895
South Australia--Norw. P'ham St Ptrs (C) - West,55062
South Australia--Prospect (C),44869
South Australia--Unley (C) - East,58425
South Australia--Unley (C) - West,52141
South Australia--Walkerville (M),65927
South Australia-Southern Adelaide-,38529
South Australia-Southern Adelaide-Holdfast Bay (C) - North,49808
South Australia--Holdfast Bay (C) - South,41007
South Australia--Marion (C) - Central,36258
South Australia--Marion (C) - North,37717
South Australia--Marion (C) - South,36325
